"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","REGRESSION: Product CRUD full cycle","src.tests.regression","Mon Jul 13 09:47:39 UTC 2026","skipped","Mon Jul 13 09:47:39 UTC 2026","TestFullRegression","test_full_regression","",""
"","5564","Receipt subtotal is greater than zero","src.tests.functional","Mon Jul 13 09:45:05 UTC 2026","passed","Mon Jul 13 09:45:11 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Mon Jul 13 09:44:29 UTC 2026","skipped","Mon Jul 13 09:44:29 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Delete non-existent product","src.tests.negative","Mon Jul 13 09:46:57 UTC 2026","skipped","Mon Jul 13 09:46:57 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Login page loads within performance threshold","src.tests.performance","Mon Jul 13 09:47:37 UTC 2026","skipped","Mon Jul 13 09:47:37 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Product search response time in POS","src.tests.performance","Mon Jul 13 09:47:37 UTC 2026","skipped","Mon Jul 13 09:47:37 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Bank card payment processes correctly","src.tests.integration","Mon Jul 13 09:46:51 UTC 2026","skipped","Mon Jul 13 09:46:51 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","5009","POS interface loads without errors","src.tests.network","Mon Jul 13 09:47:18 UTC 2026","passed","Mon Jul 13 09:47:23 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","145","POS displays error gracefully when offline","src.tests.network","Mon Jul 13 09:47:07 UTC 2026","passed","Mon Jul 13 09:47:07 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","866","Login with wrong password","src.tests.negative","Mon Jul 13 09:46:58 UTC 2026","passed","Mon Jul 13 09:46:59 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Mon Jul 13 09:44:29 UTC 2026","skipped","Mon Jul 13 09:44:29 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Complete a single product sale with cash payment","src.tests.functional","Mon Jul 13 09:44:29 UTC 2026","skipped","Mon Jul 13 09:44:29 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
