"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","10116","Create product with stock tracking enabled","src.tests.functional","Tue Jul 07 15:58:43 UTC 2026","failed","Tue Jul 07 15:58:53 UTC 2026","TestInventoryManagement","test_inventory","",""
"","1231","Login page renders in Chromium","src.tests.compatibility","Tue Jul 07 15:54:02 UTC 2026","passed","Tue Jul 07 15:54:04 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Tue Jul 07 15:56:16 UTC 2026","broken","Tue Jul 07 15:56:16 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","717","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Tue Jul 07 15:54:17 UTC 2026","passed","Tue Jul 07 15:54:17 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","769","Inventory report generation","src.tests.functional","Tue Jul 07 15:58:55 UTC 2026","passed","Tue Jul 07 15:58:56 UTC 2026","TestInventoryManagement","test_inventory","",""
"","103187","Search product by barcode in inventory","src.tests.functional","Tue Jul 07 15:56:57 UTC 2026","broken","Tue Jul 07 15:58:40 UTC 2026","TestInventoryManagement","test_inventory","",""
"","374","User can logout successfully","src.tests.functional","Tue Jul 07 15:56:46 UTC 2026","passed","Tue Jul 07 15:56:46 UTC 2026","TestAuthentication","test_auth","",""
"","0","Barcode scan preserves order state","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","skipped","Tue Jul 07 15:56:50 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","196","Database selection on multi-db setup","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","passed","Tue Jul 07 15:56:50 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","skipped","Tue Jul 07 15:56:50 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","672","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Tue Jul 07 15:54:18 UTC 2026","passed","Tue Jul 07 15:54:19 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","103828","Barcode scan input accepted in POS","src.tests.compatibility","Tue Jul 07 15:54:32 UTC 2026","broken","Tue Jul 07 15:56:16 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","589","View product stock levels","src.tests.functional","Tue Jul 07 15:56:52 UTC 2026","passed","Tue Jul 07 15:56:52 UTC 2026","TestInventoryManagement","test_inventory","",""
"","1725","Login with demo user credentials","src.tests.functional","Tue Jul 07 15:56:48 UTC 2026","passed","Tue Jul 07 15:56:49 UTC 2026","TestAuthentication","test_auth","",""
"","8562","POS interface renders in Chromium","src.tests.compatibility","Tue Jul 07 15:54:07 UTC 2026","broken","Tue Jul 07 15:54:16 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","143","Login page displays in default language","src.tests.compatibility","Tue Jul 07 15:54:21 UTC 2026","passed","Tue Jul 07 15:54:21 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","skipped","Tue Jul 07 15:56:50 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","1342","Admin user can login successfully","src.tests.functional","Tue Jul 07 15:56:43 UTC 2026","passed","Tue Jul 07 15:56:44 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","skipped","Tue Jul 07 15:56:50 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","573","Product stock decreases after POS sale","src.tests.functional","Tue Jul 07 15:56:54 UTC 2026","passed","Tue Jul 07 15:56:55 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Tue Jul 07 15:56:25 UTC 2026","broken","Tue Jul 07 15:56:25 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","748","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Tue Jul 07 15:54:19 UTC 2026","passed","Tue Jul 07 15:54:20 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Tue Jul 07 15:54:21 UTC 2026","broken","Tue Jul 07 15:54:21 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","158","Login page displays correctly","src.tests.functional","Tue Jul 07 15:56:47 UTC 2026","passed","Tue Jul 07 15:56:47 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan barcode adds product to order","src.tests.functional","Tue Jul 07 15:56:50 UTC 2026","skipped","Tue Jul 07 15:56:50 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Cash payment completes successfully","src.tests.functional","Tue Jul 07 15:58:56 UTC 2026","broken","Tue Jul 07 15:58:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Tue Jul 07 15:56:34 UTC 2026","broken","Tue Jul 07 15:56:34 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Bank card payment completes successfully","src.tests.functional","Tue Jul 07 15:59:05 UTC 2026","broken","Tue Jul 07 15:59:05 UTC 2026","TestMultiPayment","test_multi_payment","",""
