"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","Reconnection after network restoration","src.tests.network","Tue Jul 21 08:45:50 UTC 2026","passed","Tue Jul 21 08:45:50 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","147","POS displays error gracefully when offline","src.tests.network","Tue Jul 21 08:45:49 UTC 2026","passed","Tue Jul 21 08:45:49 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","129","Navigation breadcrumbs are consistent","src.tests.usability","Tue Jul 21 08:46:52 UTC 2026","passed","Tue Jul 21 08:46:52 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","5562","Receipt shows correct product count after sale","src.tests.functional","Tue Jul 21 08:43:20 UTC 2026","passed","Tue Jul 21 08:43:25 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Scan barcode adds product to order","src.tests.functional","Tue Jul 21 08:43:06 UTC 2026","skipped","Tue Jul 21 08:43:06 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","108","Color contrast is sufficient","src.tests.usability","Tue Jul 21 08:46:39 UTC 2026","passed","Tue Jul 21 08:46:39 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Partial return of multi-item order","src.tests.functional","Tue Jul 21 08:45:28 UTC 2026","skipped","Tue Jul 21 08:45:28 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Barcode scan preserves order state","src.tests.functional","Tue Jul 21 08:43:06 UTC 2026","skipped","Tue Jul 21 08:43:06 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","POS interface loads within performance threshold","src.tests.performance","Tue Jul 21 08:46:19 UTC 2026","skipped","Tue Jul 21 08:46:19 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Refunded product restores inventory","src.tests.integration","Tue Jul 21 08:45:36 UTC 2026","skipped","Tue Jul 21 08:45:36 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Tue Jul 21 08:43:11 UTC 2026","skipped","Tue Jul 21 08:43:11 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","771","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Tue Jul 21 08:42:55 UTC 2026","passed","Tue Jul 21 08:42:56 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","2853","Admin user can login successfully","src.tests.functional","Tue Jul 21 08:42:57 UTC 2026","passed","Tue Jul 21 08:43:00 UTC 2026","TestAuthentication","test_auth","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Tue Jul 21 08:42:52 UTC 2026","skipped","Tue Jul 21 08:42:52 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","5836","All POS UI elements are properly labeled","src.tests.usability","Tue Jul 21 08:46:42 UTC 2026","passed","Tue Jul 21 08:46:48 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","4","Session cookie security attributes","src.tests.security","Tue Jul 21 08:46:35 UTC 2026","passed","Tue Jul 21 08:46:35 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Process refund on empty order","src.tests.negative","Tue Jul 21 08:45:44 UTC 2026","skipped","Tue Jul 21 08:45:44 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Refund reverses original payment entry","src.tests.integration","Tue Jul 21 08:45:34 UTC 2026","skipped","Tue Jul 21 08:45:34 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Create customer with invalid email","src.tests.negative","Tue Jul 21 08:45:39 UTC 2026","skipped","Tue Jul 21 08:45:39 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Tue Jul 21 08:43:06 UTC 2026","skipped","Tue Jul 21 08:43:06 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Multiple orders throughput performance","src.tests.performance","Tue Jul 21 08:46:19 UTC 2026","skipped","Tue Jul 21 08:46:19 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","SQL injection in search is rejected","src.tests.security","Tue Jul 21 08:46:32 UTC 2026","skipped","Tue Jul 21 08:46:32 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Tue Jul 21 08:43:06 UTC 2026","skipped","Tue Jul 21 08:43:06 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","583","Product stock decreases after POS sale","src.tests.functional","Tue Jul 21 08:43:08 UTC 2026","passed","Tue Jul 21 08:43:08 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Tue Jul 21 08:43:11 UTC 2026","skipped","Tue Jul 21 08:43:11 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Return processed after POS session closed","src.tests.functional","Tue Jul 21 08:45:28 UTC 2026","skipped","Tue Jul 21 08:45:28 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Split payment recorded to correct accounts","src.tests.integration","Tue Jul 21 08:45:34 UTC 2026","skipped","Tue Jul 21 08:45:34 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","161","Password field masks input","src.tests.security","Tue Jul 21 08:46:32 UTC 2026","passed","Tue Jul 21 08:46:32 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
