"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Return with different reason codes","src.tests.functional","Wed Jul 08 21:06:13 UTC 2026","skipped","Wed Jul 08 21:06:13 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Wed Jul 08 21:07:35 UTC 2026","skipped","Wed Jul 08 21:07:35 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Refunded product restores inventory","src.tests.integration","Wed Jul 08 21:06:20 UTC 2026","skipped","Wed Jul 08 21:06:20 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","758","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Wed Jul 08 21:03:36 UTC 2026","passed","Wed Jul 08 21:03:37 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","110","Images have alt text","src.tests.usability","Wed Jul 08 21:07:54 UTC 2026","passed","Wed Jul 08 21:07:54 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Search for a product","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Create product with barcode","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Process order with zero quantity","src.tests.negative","Wed Jul 08 21:06:29 UTC 2026","skipped","Wed Jul 08 21:06:29 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Create customer with invalid email","src.tests.negative","Wed Jul 08 21:06:23 UTC 2026","skipped","Wed Jul 08 21:06:23 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Cash payment completes successfully","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Create multiple products in bulk","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestProductManagement","test_product_management","",""
"","1114","Loading states are indicated","src.tests.usability","Wed Jul 08 21:08:03 UTC 2026","passed","Wed Jul 08 21:08:04 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","470","Login with SQL injection in username","src.tests.negative","Wed Jul 08 21:06:26 UTC 2026","passed","Wed Jul 08 21:06:26 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Login with empty password","src.tests.negative","Wed Jul 08 21:06:23 UTC 2026","skipped","Wed Jul 08 21:06:23 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","REGRESSION: Complete POS sale lifecycle","src.tests.regression","Wed Jul 08 21:07:35 UTC 2026","skipped","Wed Jul 08 21:07:35 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Process multiple payments on single order","src.tests.negative","Wed Jul 08 21:06:29 UTC 2026","skipped","Wed Jul 08 21:06:29 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Multiple orders throughput performance","src.tests.performance","Wed Jul 08 21:07:33 UTC 2026","skipped","Wed Jul 08 21:07:33 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","5693","All POS UI elements are properly labeled","src.tests.usability","Wed Jul 08 21:07:56 UTC 2026","passed","Wed Jul 08 21:08:02 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","REGRESSION: Error handling across modules","src.tests.regression","Wed Jul 08 21:07:35 UTC 2026","skipped","Wed Jul 08 21:07:35 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Order processing performance","src.tests.performance","Wed Jul 08 21:07:33 UTC 2026","skipped","Wed Jul 08 21:07:33 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Attempt payment with no products in order","src.tests.negative","Wed Jul 08 21:06:29 UTC 2026","skipped","Wed Jul 08 21:06:29 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Brute force protection - rapid failed logins","src.tests.security","Wed Jul 08 21:07:37 UTC 2026","skipped","Wed Jul 08 21:07:37 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Search products in POS","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","5551","Receipt subtotal is greater than zero","src.tests.functional","Wed Jul 08 21:04:32 UTC 2026","passed","Wed Jul 08 21:04:37 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","137","Navigation breadcrumbs are consistent","src.tests.usability","Wed Jul 08 21:08:06 UTC 2026","passed","Wed Jul 08 21:08:06 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","138","Tab order follows logical sequence","src.tests.usability","Wed Jul 08 21:08:07 UTC 2026","passed","Wed Jul 08 21:08:07 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","1111","Form submission under network degradation","src.tests.network","Wed Jul 08 21:06:30 UTC 2026","passed","Wed Jul 08 21:06:31 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","387","User can logout successfully","src.tests.functional","Wed Jul 08 21:03:44 UTC 2026","passed","Wed Jul 08 21:03:44 UTC 2026","TestAuthentication","test_auth","",""
"","0","Create product with negative price","src.tests.negative","Wed Jul 08 21:06:23 UTC 2026","skipped","Wed Jul 08 21:06:23 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create a return for a completed sale","src.tests.functional","Wed Jul 08 21:06:13 UTC 2026","skipped","Wed Jul 08 21:06:13 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","5707","Receipt handles multiple line items","src.tests.functional","Wed Jul 08 21:04:59 UTC 2026","passed","Wed Jul 08 21:05:05 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Wed Jul 08 21:07:46 UTC 2026","skipped","Wed Jul 08 21:07:46 UTC 2026","TestDataProtection","test_data_protection","",""
"","170","Login page displays correctly","src.tests.functional","Wed Jul 08 21:03:45 UTC 2026","passed","Wed Jul 08 21:03:45 UTC 2026","TestAuthentication","test_auth","",""
"","245","Login page displays in default language","src.tests.compatibility","Wed Jul 08 21:03:39 UTC 2026","passed","Wed Jul 08 21:03:39 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","119","Login page has proper heading hierarchy","src.tests.usability","Wed Jul 08 21:07:52 UTC 2026","passed","Wed Jul 08 21:07:52 UTC 2026","TestAccessibility","test_accessibility","",""
"","95","Interactive elements have focus indicators","src.tests.usability","Wed Jul 08 21:07:54 UTC 2026","passed","Wed Jul 08 21:07:54 UTC 2026","TestAccessibility","test_accessibility","",""
"","459","Login with XSS in username","src.tests.negative","Wed Jul 08 21:06:27 UTC 2026","passed","Wed Jul 08 21:06:27 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Wed Jul 08 21:03:56 UTC 2026","skipped","Wed Jul 08 21:03:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","147","POS handles slow network (3G throttling)","src.tests.network","Wed Jul 08 21:06:29 UTC 2026","passed","Wed Jul 08 21:06:29 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
