"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","609","POS sale reduces inventory stock in real-time","src.tests.integration","Thu Jul 23 08:46:51 UTC 2026","passed","Thu Jul 23 08:46:52 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Search for a product","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestProductManagement","test_product_management","",""
"","1163","No sensitive data in URL parameters","src.tests.security","Thu Jul 23 08:47:49 UTC 2026","passed","Thu Jul 23 08:47:50 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","617","Out of stock product unavailable in POS","src.tests.integration","Thu Jul 23 08:46:54 UTC 2026","passed","Thu Jul 23 08:46:55 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","120","POS page loads under high latency (300ms)","src.tests.network","Thu Jul 23 08:47:02 UTC 2026","passed","Thu Jul 23 08:47:02 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Create product with negative price","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Zero-rated tax products","src.tests.functional","Thu Jul 23 08:46:49 UTC 2026","skipped","Thu Jul 23 08:46:49 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Process order with zero quantity","src.tests.negative","Thu Jul 23 08:47:01 UTC 2026","skipped","Thu Jul 23 08:47:01 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Delete non-existent product","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","SQL injection in search is rejected","src.tests.security","Thu Jul 23 08:47:51 UTC 2026","skipped","Thu Jul 23 08:47:51 UTC 2026","TestDataProtection","test_data_protection","",""
"","5566","Receipt total matches expected after discount","src.tests.functional","Thu Jul 23 08:45:56 UTC 2026","passed","Thu Jul 23 08:46:02 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Cash payment recorded in accounting","src.tests.integration","Thu Jul 23 08:46:49 UTC 2026","skipped","Thu Jul 23 08:46:49 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Thu Jul 23 08:44:21 UTC 2026","skipped","Thu Jul 23 08:44:21 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Multiple sequential orders in one session","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","171","Login page displays in default language","src.tests.compatibility","Thu Jul 23 08:44:08 UTC 2026","passed","Thu Jul 23 08:44:09 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Standard tax rate applied to product sale","src.tests.functional","Thu Jul 23 08:46:49 UTC 2026","skipped","Thu Jul 23 08:46:49 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","159","Reconnection after network restoration","src.tests.network","Thu Jul 23 08:47:07 UTC 2026","passed","Thu Jul 23 08:47:07 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","749","Inventory report generation","src.tests.functional","Thu Jul 23 08:44:23 UTC 2026","passed","Thu Jul 23 08:44:24 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Create product with extremely long name","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","468","Login with XSS in username","src.tests.negative","Thu Jul 23 08:46:59 UTC 2026","passed","Thu Jul 23 08:47:00 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Delete a product","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Return with different reason codes","src.tests.functional","Thu Jul 23 08:46:43 UTC 2026","skipped","Thu Jul 23 08:46:43 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Bank card payment completes successfully","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Login with empty credentials","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Create customer with empty name","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Thu Jul 23 08:44:09 UTC 2026","skipped","Thu Jul 23 08:44:09 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","616","Product stock decreases after POS sale","src.tests.functional","Thu Jul 23 08:44:20 UTC 2026","passed","Thu Jul 23 08:44:21 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Product search response time in POS","src.tests.performance","Thu Jul 23 08:47:37 UTC 2026","skipped","Thu Jul 23 08:47:37 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Refund reverses original payment entry","src.tests.integration","Thu Jul 23 08:46:49 UTC 2026","skipped","Thu Jul 23 08:46:49 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","273","CSRF token validation","src.tests.security","Thu Jul 23 08:47:51 UTC 2026","passed","Thu Jul 23 08:47:51 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Thu Jul 23 08:44:09 UTC 2026","skipped","Thu Jul 23 08:44:09 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","5013","Session timeout after inactivity","src.tests.security","Thu Jul 23 08:47:43 UTC 2026","passed","Thu Jul 23 08:47:48 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","626","Products display in stock after sale","src.tests.functional","Thu Jul 23 08:46:45 UTC 2026","passed","Thu Jul 23 08:46:46 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Thu Jul 23 08:47:39 UTC 2026","skipped","Thu Jul 23 08:47:39 UTC 2026","TestFullRegression","test_full_regression","",""
"","139","Data integrity after intermittent connection","src.tests.network","Thu Jul 23 08:47:09 UTC 2026","passed","Thu Jul 23 08:47:09 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Login page has HTTPS enforced","src.tests.security","Thu Jul 23 08:47:50 UTC 2026","skipped","Thu Jul 23 08:47:50 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","161","Retry mechanism on network failure","src.tests.network","Thu Jul 23 08:47:05 UTC 2026","passed","Thu Jul 23 08:47:05 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","2033","Login with demo user credentials","src.tests.functional","Thu Jul 23 08:44:16 UTC 2026","passed","Thu Jul 23 08:44:18 UTC 2026","TestAuthentication","test_auth","",""
"","1510","Login page renders in Chromium","src.tests.compatibility","Thu Jul 23 08:44:02 UTC 2026","passed","Thu Jul 23 08:44:04 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","912","Login with special characters in password","src.tests.negative","Thu Jul 23 08:47:00 UTC 2026","passed","Thu Jul 23 08:47:01 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Create customer with invalid email","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Inventory adjustment reflects in POS","src.tests.integration","Thu Jul 23 08:46:52 UTC 2026","skipped","Thu Jul 23 08:46:52 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","POS interface loads within performance threshold","src.tests.performance","Thu Jul 23 08:47:37 UTC 2026","skipped","Thu Jul 23 08:47:37 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","474","User can logout successfully","src.tests.functional","Thu Jul 23 08:44:14 UTC 2026","passed","Thu Jul 23 08:44:14 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Thu Jul 23 08:44:19 UTC 2026","skipped","Thu Jul 23 08:44:19 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Product list renders correctly","src.tests.network","Thu Jul 23 08:47:37 UTC 2026","skipped","Thu Jul 23 08:47:37 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","121","Login page has proper heading hierarchy","src.tests.usability","Thu Jul 23 08:47:56 UTC 2026","passed","Thu Jul 23 08:47:56 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Payment with zero cash amount is rejected","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","118","Color contrast is sufficient","src.tests.usability","Thu Jul 23 08:47:57 UTC 2026","passed","Thu Jul 23 08:47:58 UTC 2026","TestAccessibility","test_accessibility","",""
"","5702","Receipt handles multiple line items","src.tests.functional","Thu Jul 23 08:45:28 UTC 2026","passed","Thu Jul 23 08:45:34 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Thu Jul 23 08:47:51 UTC 2026","skipped","Thu Jul 23 08:47:51 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Create product with zero price","src.tests.negative","Thu Jul 23 08:46:55 UTC 2026","skipped","Thu Jul 23 08:46:55 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Brute force protection - rapid failed logins","src.tests.security","Thu Jul 23 08:47:41 UTC 2026","skipped","Thu Jul 23 08:47:41 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Process refund on empty order","src.tests.negative","Thu Jul 23 08:47:01 UTC 2026","skipped","Thu Jul 23 08:47:01 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Cash payment completes successfully","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Create a new product","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestProductManagement","test_product_management","",""
"","0","View product stock levels","src.tests.functional","Thu Jul 23 08:44:19 UTC 2026","skipped","Thu Jul 23 08:44:19 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Refund processed successfully","src.tests.functional","Thu Jul 23 08:44:24 UTC 2026","skipped","Thu Jul 23 08:44:24 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","138","Images have alt text","src.tests.usability","Thu Jul 23 08:47:59 UTC 2026","passed","Thu Jul 23 08:47:59 UTC 2026","TestAccessibility","test_accessibility","",""
"","4","Session cookie security attributes","src.tests.security","Thu Jul 23 08:47:53 UTC 2026","passed","Thu Jul 23 08:47:53 UTC 2026","TestDataProtection","test_data_protection","",""
"","1599","REGRESSION: Complete auth flow","src.tests.regression","Thu Jul 23 08:47:37 UTC 2026","passed","Thu Jul 23 08:47:39 UTC 2026","TestFullRegression","test_full_regression","",""
"","924","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Thu Jul 23 08:44:07 UTC 2026","passed","Thu Jul 23 08:44:08 UTC 2026","TestCrossBrowser","test_cross_browser","",""
