"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","189","CSRF token validation","src.tests.security","Wed Jul 15 08:33:55 UTC 2026","passed","Wed Jul 15 08:33:55 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Bank card payment completes successfully","src.tests.functional","Wed Jul 15 08:30:30 UTC 2026","skipped","Wed Jul 15 08:30:30 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Create a return for a completed sale","src.tests.functional","Wed Jul 15 08:32:49 UTC 2026","skipped","Wed Jul 15 08:32:49 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","1830","Login with demo user credentials","src.tests.functional","Wed Jul 15 08:30:22 UTC 2026","passed","Wed Jul 15 08:30:24 UTC 2026","TestAuthentication","test_auth","",""
"","0","Scan barcode adds product to order","src.tests.functional","Wed Jul 15 08:30:25 UTC 2026","skipped","Wed Jul 15 08:30:25 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","143","Tab order follows logical sequence","src.tests.usability","Wed Jul 15 08:34:16 UTC 2026","passed","Wed Jul 15 08:34:16 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Login page has HTTPS enforced","src.tests.security","Wed Jul 15 08:33:54 UTC 2026","skipped","Wed Jul 15 08:33:54 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Wed Jul 15 08:30:15 UTC 2026","skipped","Wed Jul 15 08:30:15 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Cash payment recorded in accounting","src.tests.integration","Wed Jul 15 08:32:55 UTC 2026","skipped","Wed Jul 15 08:32:55 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Attempt payment with no products in order","src.tests.negative","Wed Jul 15 08:33:06 UTC 2026","skipped","Wed Jul 15 08:33:06 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Sale with customer assignment","src.tests.functional","Wed Jul 15 08:30:30 UTC 2026","skipped","Wed Jul 15 08:30:30 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","133","POS displays error gracefully when offline","src.tests.network","Wed Jul 15 08:33:11 UTC 2026","passed","Wed Jul 15 08:33:11 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Create a new product","src.tests.functional","Wed Jul 15 08:30:30 UTC 2026","skipped","Wed Jul 15 08:30:30 UTC 2026","TestProductManagement","test_product_management","",""
"","493","Login with XSS in username","src.tests.negative","Wed Jul 15 08:33:04 UTC 2026","passed","Wed Jul 15 08:33:04 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Process multiple payments on single order","src.tests.negative","Wed Jul 15 08:33:06 UTC 2026","skipped","Wed Jul 15 08:33:06 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Multiple tax rates on single order","src.tests.functional","Wed Jul 15 08:32:55 UTC 2026","skipped","Wed Jul 15 08:32:55 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","5565","Receipt shows correct product count after sale","src.tests.functional","Wed Jul 15 08:30:40 UTC 2026","passed","Wed Jul 15 08:30:45 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
