"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","939","Products are searchable by name","src.tests.functional","Wed Jul 08 04:10:20 UTC 2026","passed","Wed Jul 08 04:10:21 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","903","Login with wrong password","src.tests.negative","Wed Jul 08 04:20:00 UTC 2026","passed","Wed Jul 08 04:20:01 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Wed Jul 08 04:07:48 UTC 2026","skipped","Wed Jul 08 04:07:48 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","30565","Process order with zero quantity","src.tests.negative","Wed Jul 08 04:21:05 UTC 2026","broken","Wed Jul 08 04:21:36 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","0","Return processed after POS session closed","src.tests.functional","Wed Jul 08 04:10:16 UTC 2026","skipped","Wed Jul 08 04:10:16 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","3142","Admin user can login successfully","src.tests.functional","Wed Jul 08 04:07:38 UTC 2026","passed","Wed Jul 08 04:07:41 UTC 2026","TestAuthentication","test_auth","",""
"","640","Inventory adjustment reflects in POS","src.tests.integration","Wed Jul 08 04:10:26 UTC 2026","failed","Wed Jul 08 04:10:27 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","1337","Login with empty credentials","src.tests.negative","Wed Jul 08 04:19:55 UTC 2026","failed","Wed Jul 08 04:19:56 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Wed Jul 08 04:07:38 UTC 2026","skipped","Wed Jul 08 04:07:38 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","5011","Empty order shows no receipt items","src.tests.functional","Wed Jul 08 04:09:56 UTC 2026","passed","Wed Jul 08 04:10:01 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Wed Jul 08 04:07:56 UTC 2026","skipped","Wed Jul 08 04:07:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Partial return of multi-item order","src.tests.functional","Wed Jul 08 04:10:16 UTC 2026","skipped","Wed Jul 08 04:10:16 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
