"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","571","Product stock decreases after POS sale","src.tests.functional","Sat Jul 11 08:09:57 UTC 2026","passed","Sat Jul 11 08:09:58 UTC 2026","TestInventoryManagement","test_inventory","",""
"","5691","Receipt handles multiple line items","src.tests.functional","Sat Jul 11 08:11:04 UTC 2026","passed","Sat Jul 11 08:11:10 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","1115","Login page renders in Chromium","src.tests.compatibility","Sat Jul 11 08:09:40 UTC 2026","passed","Sat Jul 11 08:09:41 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","109","Images have alt text","src.tests.usability","Sat Jul 11 08:13:30 UTC 2026","passed","Sat Jul 11 08:13:31 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Sat Jul 11 08:09:41 UTC 2026","skipped","Sat Jul 11 08:09:41 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Sat Jul 11 08:09:46 UTC 2026","skipped","Sat Jul 11 08:09:46 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1848","Login with demo user credentials","src.tests.functional","Sat Jul 11 08:09:53 UTC 2026","passed","Sat Jul 11 08:09:55 UTC 2026","TestAuthentication","test_auth","",""
"","0","Create product with barcode","src.tests.functional","Sat Jul 11 08:10:01 UTC 2026","skipped","Sat Jul 11 08:10:01 UTC 2026","TestProductManagement","test_product_management","",""
"","0","Standard tax rate applied to product sale","src.tests.functional","Sat Jul 11 08:12:24 UTC 2026","skipped","Sat Jul 11 08:12:24 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Create customer with invalid email","src.tests.negative","Sat Jul 11 08:12:29 UTC 2026","skipped","Sat Jul 11 08:12:29 UTC 2026","TestDataValidation","test_data_validation","",""
"","133","POS page loads under high latency (300ms)","src.tests.network","Sat Jul 11 08:12:36 UTC 2026","passed","Sat Jul 11 08:12:36 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Multiple orders throughput performance","src.tests.performance","Sat Jul 11 08:13:09 UTC 2026","skipped","Sat Jul 11 08:13:09 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Sat Jul 11 08:09:55 UTC 2026","skipped","Sat Jul 11 08:09:55 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
