"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1136","Form submission under network degradation","src.tests.network","Wed Jul 08 23:03:23 UTC 2026","passed","Wed Jul 08 23:03:25 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Sale with customer assignment","src.tests.functional","Wed Jul 08 23:00:50 UTC 2026","skipped","Wed Jul 08 23:00:50 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","676","Inventory report generation","src.tests.functional","Wed Jul 08 23:00:48 UTC 2026","passed","Wed Jul 08 23:00:49 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Wed Jul 08 23:00:50 UTC 2026","skipped","Wed Jul 08 23:00:50 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Multiple orders throughput performance","src.tests.performance","Wed Jul 08 23:04:23 UTC 2026","skipped","Wed Jul 08 23:04:23 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","1665","Login with demo user credentials","src.tests.functional","Wed Jul 08 23:00:39 UTC 2026","passed","Wed Jul 08 23:00:41 UTC 2026","TestAuthentication","test_auth","",""
"","344","REGRESSION: Performance benchmarks","src.tests.regression","Wed Jul 08 23:04:27 UTC 2026","passed","Wed Jul 08 23:04:27 UTC 2026","TestFullRegression","test_full_regression","",""
"","135","Form inputs have associated labels","src.tests.usability","Wed Jul 08 23:04:42 UTC 2026","passed","Wed Jul 08 23:04:42 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Login page loads within performance threshold","src.tests.performance","Wed Jul 08 23:04:23 UTC 2026","skipped","Wed Jul 08 23:04:23 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","REGRESSION: Error handling across modules","src.tests.regression","Wed Jul 08 23:04:25 UTC 2026","skipped","Wed Jul 08 23:04:25 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","Refund reverses original payment entry","src.tests.integration","Wed Jul 08 23:03:12 UTC 2026","skipped","Wed Jul 08 23:03:12 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Process full refund on returned item","src.tests.functional","Wed Jul 08 23:03:06 UTC 2026","skipped","Wed Jul 08 23:03:06 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","0","Create product with extremely long name","src.tests.negative","Wed Jul 08 23:03:16 UTC 2026","skipped","Wed Jul 08 23:03:16 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create customer with invalid email","src.tests.negative","Wed Jul 08 23:03:16 UTC 2026","skipped","Wed Jul 08 23:03:16 UTC 2026","TestDataValidation","test_data_validation","",""
"","1672","No directory listing on sensitive paths","src.tests.security","Wed Jul 08 23:04:39 UTC 2026","passed","Wed Jul 08 23:04:41 UTC 2026","TestDataProtection","test_data_protection","",""
