"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5702","Receipt handles multiple line items","src.tests.functional","Wed Jul 08 22:22:22 UTC 2026","passed","Wed Jul 08 22:22:28 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","1246","Login page renders in Chromium","src.tests.compatibility","Wed Jul 08 22:20:55 UTC 2026","passed","Wed Jul 08 22:20:57 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","104","Page load timeout handling","src.tests.network","Wed Jul 08 22:24:00 UTC 2026","passed","Wed Jul 08 22:24:00 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","359","POS interface loads within performance threshold","src.tests.performance","Wed Jul 08 22:24:58 UTC 2026","passed","Wed Jul 08 22:24:59 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Wed Jul 08 22:21:17 UTC 2026","skipped","Wed Jul 08 22:21:17 UTC 2026","TestInventoryManagement","test_inventory","",""
"","5014","Product list renders correctly","src.tests.network","Wed Jul 08 22:24:37 UTC 2026","passed","Wed Jul 08 22:24:42 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","0","Create product with extremely long name","src.tests.negative","Wed Jul 08 22:23:49 UTC 2026","skipped","Wed Jul 08 22:23:49 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Create product with empty name","src.tests.negative","Wed Jul 08 22:23:49 UTC 2026","skipped","Wed Jul 08 22:23:49 UTC 2026","TestDataValidation","test_data_validation","",""
"","5009","POS interface loads without errors","src.tests.network","Wed Jul 08 22:24:10 UTC 2026","passed","Wed Jul 08 22:24:15 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","150","Login page displays in default language","src.tests.compatibility","Wed Jul 08 22:21:01 UTC 2026","passed","Wed Jul 08 22:21:01 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Return processed after POS session closed","src.tests.functional","Wed Jul 08 22:23:37 UTC 2026","skipped","Wed Jul 08 22:23:37 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","476","User can logout successfully","src.tests.functional","Wed Jul 08 22:21:07 UTC 2026","passed","Wed Jul 08 22:21:07 UTC 2026","TestAuthentication","test_auth","",""
"","0","Return with different reason codes","src.tests.functional","Wed Jul 08 22:23:37 UTC 2026","skipped","Wed Jul 08 22:23:37 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","169","CSRF token validation","src.tests.security","Wed Jul 08 22:25:13 UTC 2026","passed","Wed Jul 08 22:25:13 UTC 2026","TestDataProtection","test_data_protection","",""
"","0","Multiple orders throughput performance","src.tests.performance","Wed Jul 08 22:24:59 UTC 2026","skipped","Wed Jul 08 22:24:59 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","REGRESSION: Multiple concurrent POS features","src.tests.regression","Wed Jul 08 22:25:01 UTC 2026","skipped","Wed Jul 08 22:25:01 UTC 2026","TestFullRegression","test_full_regression","",""
"","114","Retry mechanism on network failure","src.tests.network","Wed Jul 08 22:23:58 UTC 2026","passed","Wed Jul 08 22:23:58 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Wed Jul 08 22:21:11 UTC 2026","skipped","Wed Jul 08 22:21:11 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","1502","REGRESSION: Complete auth flow","src.tests.regression","Wed Jul 08 22:24:59 UTC 2026","passed","Wed Jul 08 22:25:01 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","POS interface loads successfully","src.tests.functional","Wed Jul 08 22:21:19 UTC 2026","skipped","Wed Jul 08 22:21:19 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","203","Database selection on multi-db setup","src.tests.functional","Wed Jul 08 22:21:11 UTC 2026","passed","Wed Jul 08 22:21:11 UTC 2026","TestAuthentication","test_auth","",""
