"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Refunded product restores inventory","src.tests.integration","Wed Jul 08 08:45:34 UTC 2026","skipped","Wed Jul 08 08:45:34 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","662","Inventory report generation","src.tests.functional","Wed Jul 08 08:43:09 UTC 2026","passed","Wed Jul 08 08:43:09 UTC 2026","TestInventoryManagement","test_inventory","",""
"","897","Login with special characters in password","src.tests.negative","Wed Jul 08 08:54:23 UTC 2026","passed","Wed Jul 08 08:54:24 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","1293","Login with empty password","src.tests.negative","Wed Jul 08 08:54:17 UTC 2026","failed","Wed Jul 08 08:54:18 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Refund processed successfully","src.tests.functional","Wed Jul 08 08:43:10 UTC 2026","skipped","Wed Jul 08 08:43:10 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","544","Inventory adjustment reflects in POS","src.tests.integration","Wed Jul 08 08:45:36 UTC 2026","failed","Wed Jul 08 08:45:36 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Multiple sequential orders in one session","src.tests.functional","Wed Jul 08 08:43:10 UTC 2026","skipped","Wed Jul 08 08:43:10 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Bank card payment completes successfully","src.tests.functional","Wed Jul 08 08:43:10 UTC 2026","skipped","Wed Jul 08 08:43:10 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","2728","Admin user can login successfully","src.tests.functional","Wed Jul 08 08:42:54 UTC 2026","passed","Wed Jul 08 08:42:57 UTC 2026","TestAuthentication","test_auth","",""
"","93867","Delete non-existent product","src.tests.negative","Wed Jul 08 08:52:40 UTC 2026","passed","Wed Jul 08 08:54:14 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Cash payment completes successfully","src.tests.functional","Wed Jul 08 08:43:10 UTC 2026","skipped","Wed Jul 08 08:43:10 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Process full refund on returned item","src.tests.functional","Wed Jul 08 08:45:26 UTC 2026","skipped","Wed Jul 08 08:45:26 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
