"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","140","Retry mechanism on network failure","src.tests.network","Thu Jul 09 00:36:29 UTC 2026","passed","Thu Jul 09 00:36:29 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","5565","Receipt subtotal is greater than zero","src.tests.functional","Thu Jul 09 00:34:29 UTC 2026","passed","Thu Jul 09 00:34:34 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","0","XSS injection in product name is sanitized","src.tests.security","Thu Jul 09 00:37:13 UTC 2026","skipped","Thu Jul 09 00:37:13 UTC 2026","TestDataProtection","test_data_protection","",""
"","129","Form inputs have associated labels","src.tests.usability","Thu Jul 09 00:37:19 UTC 2026","passed","Thu Jul 09 00:37:19 UTC 2026","TestAccessibility","test_accessibility","",""
"","5014","Session timeout after inactivity","src.tests.security","Thu Jul 09 00:37:06 UTC 2026","passed","Thu Jul 09 00:37:11 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","2691","Admin user can login successfully","src.tests.functional","Thu Jul 09 00:33:40 UTC 2026","passed","Thu Jul 09 00:33:42 UTC 2026","TestAuthentication","test_auth","",""
"","0","Create product with empty name","src.tests.negative","Thu Jul 09 00:36:20 UTC 2026","skipped","Thu Jul 09 00:36:20 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Thu Jul 09 00:33:53 UTC 2026","skipped","Thu Jul 09 00:33:53 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Login page loads within performance threshold","src.tests.performance","Thu Jul 09 00:37:00 UTC 2026","skipped","Thu Jul 09 00:37:00 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Thu Jul 09 00:33:39 UTC 2026","skipped","Thu Jul 09 00:33:39 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Inventory adjustment reflects in POS","src.tests.integration","Thu Jul 09 00:36:17 UTC 2026","skipped","Thu Jul 09 00:36:17 UTC 2026","TestPosInventoryIntegration","test_pos_inventory_integration","",""
"","0","Login with empty credentials","src.tests.negative","Thu Jul 09 00:36:20 UTC 2026","skipped","Thu Jul 09 00:36:20 UTC 2026","TestInvalidLogin","test_invalid_login","",""
