"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Set quantity on order line","src.tests.functional","Thu Jul 16 08:29:13 UTC 2026","skipped","Thu Jul 16 08:29:13 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Process refund on empty order","src.tests.negative","Thu Jul 16 08:31:46 UTC 2026","skipped","Thu Jul 16 08:31:46 UTC 2026","TestPaymentFailures","test_payment_failures","",""
"","684","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Thu Jul 16 08:28:56 UTC 2026","passed","Thu Jul 16 08:28:56 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Thu Jul 16 08:28:59 UTC 2026","skipped","Thu Jul 16 08:28:59 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","1090","No sensitive data in URL parameters","src.tests.security","Thu Jul 16 08:32:32 UTC 2026","passed","Thu Jul 16 08:32:34 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","214","Database selection on multi-db setup","src.tests.functional","Thu Jul 16 08:29:08 UTC 2026","passed","Thu Jul 16 08:29:08 UTC 2026","TestAuthentication","test_auth","",""
"","148","Data integrity after intermittent connection","src.tests.network","Thu Jul 16 08:31:54 UTC 2026","passed","Thu Jul 16 08:31:54 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Login with empty password","src.tests.negative","Thu Jul 16 08:31:41 UTC 2026","skipped","Thu Jul 16 08:31:41 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Cash payment recorded in accounting","src.tests.integration","Thu Jul 16 08:31:35 UTC 2026","skipped","Thu Jul 16 08:31:35 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","1419","REGRESSION: Complete auth flow","src.tests.regression","Thu Jul 16 08:32:21 UTC 2026","passed","Thu Jul 16 08:32:23 UTC 2026","TestFullRegression","test_full_regression","",""
"","0","POS interface loads within performance threshold","src.tests.performance","Thu Jul 16 08:32:21 UTC 2026","skipped","Thu Jul 16 08:32:21 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Login with empty credentials","src.tests.negative","Thu Jul 16 08:31:41 UTC 2026","skipped","Thu Jul 16 08:31:41 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Thu Jul 16 08:28:59 UTC 2026","skipped","Thu Jul 16 08:28:59 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Thu Jul 16 08:28:59 UTC 2026","skipped","Thu Jul 16 08:28:59 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","441","Error messages are user-friendly","src.tests.usability","Thu Jul 16 08:32:50 UTC 2026","passed","Thu Jul 16 08:32:51 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Tax inclusive pricing","src.tests.functional","Thu Jul 16 08:31:35 UTC 2026","skipped","Thu Jul 16 08:31:35 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Payment screen shows available payment methods","src.tests.functional","Thu Jul 16 08:29:13 UTC 2026","skipped","Thu Jul 16 08:29:13 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","569","Products are searchable by name","src.tests.functional","Thu Jul 16 08:31:34 UTC 2026","passed","Thu Jul 16 08:31:35 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","5549","Receipt subtotal is greater than zero","src.tests.functional","Thu Jul 16 08:29:49 UTC 2026","passed","Thu Jul 16 08:29:55 UTC 2026","TestReceiptVerification","test_receipt_verification","",""
"","447","Login with XSS in username","src.tests.negative","Thu Jul 16 08:31:44 UTC 2026","passed","Thu Jul 16 08:31:45 UTC 2026","TestInvalidLogin","test_invalid_login","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Thu Jul 16 08:29:11 UTC 2026","skipped","Thu Jul 16 08:29:11 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Search products in POS","src.tests.functional","Thu Jul 16 08:29:13 UTC 2026","skipped","Thu Jul 16 08:29:13 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
