"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6594","POS interface loads successfully","src.tests.functional","Tue Jul 07 16:48:32 UTC 2026","broken","Tue Jul 07 16:48:39 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Tue Jul 07 16:48:12 UTC 2026","skipped","Tue Jul 07 16:48:12 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Cash payment completes successfully","src.tests.functional","Tue Jul 07 16:48:12 UTC 2026","skipped","Tue Jul 07 16:48:12 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Refund processed successfully","src.tests.functional","Tue Jul 07 16:49:30 UTC 2026","broken","Tue Jul 07 16:49:30 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Apply discount to order","src.tests.functional","Tue Jul 07 16:49:13 UTC 2026","broken","Tue Jul 07 16:49:13 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","983","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Tue Jul 07 16:47:52 UTC 2026","passed","Tue Jul 07 16:47:53 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Bank card payment completes successfully","src.tests.functional","Tue Jul 07 16:48:12 UTC 2026","skipped","Tue Jul 07 16:48:12 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Tue Jul 07 16:47:55 UTC 2026","skipped","Tue Jul 07 16:47:55 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","555","View product stock levels","src.tests.functional","Tue Jul 07 16:48:06 UTC 2026","passed","Tue Jul 07 16:48:07 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Complete a single product sale with cash payment","src.tests.functional","Tue Jul 07 16:48:39 UTC 2026","broken","Tue Jul 07 16:48:39 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","447","User can logout successfully","src.tests.functional","Tue Jul 07 16:48:01 UTC 2026","passed","Tue Jul 07 16:48:01 UTC 2026","TestAuthentication","test_auth","",""
"","0","Complete sale with bank/card payment","src.tests.functional","Tue Jul 07 16:48:56 UTC 2026","broken","Tue Jul 07 16:48:56 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","POS interface renders in Chromium","src.tests.compatibility","Tue Jul 07 16:47:50 UTC 2026","skipped","Tue Jul 07 16:47:50 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","395","Login page displays in default language","src.tests.compatibility","Tue Jul 07 16:47:55 UTC 2026","passed","Tue Jul 07 16:47:55 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Complete a sale with multiple products","src.tests.functional","Tue Jul 07 16:48:47 UTC 2026","broken","Tue Jul 07 16:48:47 UTC 2026","TestPosFullWorkflow","test_pos_full_workflow","",""
"","0","Barcode scan preserves order state","src.tests.functional","Tue Jul 07 16:48:05 UTC 2026","skipped","Tue Jul 07 16:48:05 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Tue Jul 07 16:47:55 UTC 2026","skipped","Tue Jul 07 16:47:55 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","771","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Tue Jul 07 16:47:51 UTC 2026","passed","Tue Jul 07 16:47:52 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Scan barcode adds product to order","src.tests.functional","Tue Jul 07 16:48:05 UTC 2026","skipped","Tue Jul 07 16:48:05 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","2899","Admin user can login successfully","src.tests.functional","Tue Jul 07 16:47:56 UTC 2026","passed","Tue Jul 07 16:47:59 UTC 2026","TestAuthentication","test_auth","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Tue Jul 07 16:47:55 UTC 2026","skipped","Tue Jul 07 16:47:55 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","652","Inventory report generation","src.tests.functional","Tue Jul 07 16:48:11 UTC 2026","passed","Tue Jul 07 16:48:12 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Create product with stock tracking enabled","src.tests.functional","Tue Jul 07 16:48:10 UTC 2026","skipped","Tue Jul 07 16:48:10 UTC 2026","TestInventoryManagement","test_inventory","",""
"","146","Login page displays correctly","src.tests.functional","Tue Jul 07 16:48:01 UTC 2026","passed","Tue Jul 07 16:48:02 UTC 2026","TestAuthentication","test_auth","",""
