"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","159","Retry mechanism on network failure","src.tests.network","Wed Jul 08 23:55:47 UTC 2026","passed","Wed Jul 08 23:55:47 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Multiple tax rates on single order","src.tests.functional","Wed Jul 08 23:55:33 UTC 2026","skipped","Wed Jul 08 23:55:33 UTC 2026","TestTaxCalculations","test_tax_calculations","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Wed Jul 08 23:52:53 UTC 2026","skipped","Wed Jul 08 23:52:53 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1509","REGRESSION: Complete auth flow","src.tests.regression","Wed Jul 08 23:56:22 UTC 2026","passed","Wed Jul 08 23:56:23 UTC 2026","TestFullRegression","test_full_regression","",""
"","139","Navigation breadcrumbs are consistent","src.tests.usability","Wed Jul 08 23:56:54 UTC 2026","passed","Wed Jul 08 23:56:54 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Search product by barcode in inventory","src.tests.functional","Wed Jul 08 23:53:08 UTC 2026","skipped","Wed Jul 08 23:53:08 UTC 2026","TestInventoryManagement","test_inventory","",""
"","143","Graceful degradation when API is slow","src.tests.network","Wed Jul 08 23:55:48 UTC 2026","passed","Wed Jul 08 23:55:48 UTC 2026","TestNetworkTolerance","test_network_tolerance","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Wed Jul 08 23:53:03 UTC 2026","skipped","Wed Jul 08 23:53:03 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","REGRESSION: Product CRUD full cycle","src.tests.regression","Wed Jul 08 23:56:23 UTC 2026","skipped","Wed Jul 08 23:56:23 UTC 2026","TestFullRegression","test_full_regression","",""
"","127","Interactive elements have focus indicators","src.tests.usability","Wed Jul 08 23:56:42 UTC 2026","passed","Wed Jul 08 23:56:42 UTC 2026","TestAccessibility","test_accessibility","",""
"","0","Bank card payment processes correctly","src.tests.integration","Wed Jul 08 23:55:33 UTC 2026","skipped","Wed Jul 08 23:55:33 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","0","Barcode scan input accepted in POS","src.tests.compatibility","Wed Jul 08 23:52:53 UTC 2026","skipped","Wed Jul 08 23:52:53 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
