"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","566","View product stock levels","src.tests.functional","Mon Jul 06 21:01:38 UTC 2026","passed","Mon Jul 06 21:01:39 UTC 2026","TestInventoryManagement","test_inventory","",""
"","711","UI renders correctly at tablet resolution (768x1024)","src.tests.compatibility","Mon Jul 06 20:59:32 UTC 2026","passed","Mon Jul 06 20:59:32 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","632","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Mon Jul 06 20:59:34 UTC 2026","passed","Mon Jul 06 20:59:35 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","146","Login page displays in default language","src.tests.compatibility","Mon Jul 06 20:59:35 UTC 2026","passed","Mon Jul 06 20:59:35 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Split payment (cash + card) completes","src.tests.functional","Mon Jul 06 21:05:04 UTC 2026","broken","Mon Jul 06 21:05:04 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","POS interface currency displays correctly","src.tests.compatibility","Mon Jul 06 20:59:35 UTC 2026","broken","Mon Jul 06 20:59:35 UTC 2026","TestMultiCurrency","test_multi_currency","",""
"","0","Scan valid barcode finds matching product","src.tests.functional","Mon Jul 06 21:01:37 UTC 2026","skipped","Mon Jul 06 21:01:37 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Bank card payment completes successfully","src.tests.functional","Mon Jul 06 21:05:00 UTC 2026","broken","Mon Jul 06 21:05:00 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Scan barcode adds product to order","src.tests.functional","Mon Jul 06 21:01:37 UTC 2026","skipped","Mon Jul 06 21:01:37 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","0","Cash payment completes successfully","src.tests.functional","Mon Jul 06 21:04:56 UTC 2026","broken","Mon Jul 06 21:04:56 UTC 2026","TestMultiPayment","test_multi_payment","",""
"","0","Barcode scan preserves order state","src.tests.functional","Mon Jul 06 21:01:37 UTC 2026","skipped","Mon Jul 06 21:01:37 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","627","UI renders correctly at mobile resolution (375x812)","src.tests.compatibility","Mon Jul 06 20:59:33 UTC 2026","passed","Mon Jul 06 20:59:34 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","93584","Search product by barcode in inventory","src.tests.functional","Mon Jul 06 21:01:43 UTC 2026","broken","Mon Jul 06 21:03:17 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Barcode scan with leading zeros","src.tests.functional","Mon Jul 06 21:01:37 UTC 2026","skipped","Mon Jul 06 21:01:37 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","93583","Create product with stock tracking enabled","src.tests.functional","Mon Jul 06 21:03:19 UTC 2026","broken","Mon Jul 06 21:04:53 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Cash drawer integration signal","src.tests.compatibility","Mon Jul 06 21:01:25 UTC 2026","broken","Mon Jul 06 21:01:25 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","0","Scan non-existent barcode shows no product","src.tests.functional","Mon Jul 06 21:01:37 UTC 2026","skipped","Mon Jul 06 21:01:37 UTC 2026","TestBarcodeScanning","test_barcode_scanning","",""
"","93582","Barcode scan input accepted in POS","src.tests.compatibility","Mon Jul 06 20:59:42 UTC 2026","broken","Mon Jul 06 21:01:15 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","160","Database selection on multi-db setup","src.tests.functional","Mon Jul 06 21:01:36 UTC 2026","passed","Mon Jul 06 21:01:36 UTC 2026","TestAuthentication","test_auth","",""
"","0","Multiple payment terminal support","src.tests.compatibility","Mon Jul 06 21:01:20 UTC 2026","broken","Mon Jul 06 21:01:20 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","1600","Login with demo user credentials","src.tests.functional","Mon Jul 06 21:01:34 UTC 2026","passed","Mon Jul 06 21:01:36 UTC 2026","TestAuthentication","test_auth","",""
"","1394","Login page renders in Chromium","src.tests.compatibility","Mon Jul 06 20:59:19 UTC 2026","passed","Mon Jul 06 20:59:21 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","554","Product stock decreases after POS sale","src.tests.functional","Mon Jul 06 21:01:41 UTC 2026","passed","Mon Jul 06 21:01:41 UTC 2026","TestInventoryManagement","test_inventory","",""
"","0","Receipt preview renders correctly","src.tests.compatibility","Mon Jul 06 21:01:16 UTC 2026","broken","Mon Jul 06 21:01:16 UTC 2026","TestPeripheralSimulation","test_peripheral_simulation","",""
"","157","Login page displays correctly","src.tests.functional","Mon Jul 06 21:01:33 UTC 2026","passed","Mon Jul 06 21:01:34 UTC 2026","TestAuthentication","test_auth","",""
"","667","Inventory report generation","src.tests.functional","Mon Jul 06 21:04:55 UTC 2026","passed","Mon Jul 06 21:04:55 UTC 2026","TestInventoryManagement","test_inventory","",""
"","1225","Admin user can login successfully","src.tests.functional","Mon Jul 06 21:01:30 UTC 2026","passed","Mon Jul 06 21:01:31 UTC 2026","TestAuthentication","test_auth","",""
"","346","User can logout successfully","src.tests.functional","Mon Jul 06 21:01:33 UTC 2026","passed","Mon Jul 06 21:01:33 UTC 2026","TestAuthentication","test_auth","",""
"","6817","POS interface renders in Chromium","src.tests.compatibility","Mon Jul 06 20:59:24 UTC 2026","passed","Mon Jul 06 20:59:31 UTC 2026","TestCrossBrowser","test_cross_browser","",""
