"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","Login page has HTTPS enforced","src.tests.security","Thu Jul 09 00:58:04 UTC 2026","skipped","Thu Jul 09 00:58:04 UTC 2026","TestAuthenticationSecurity","test_authentication_security","",""
"","0","Return with different reason codes","src.tests.functional","Thu Jul 09 00:57:00 UTC 2026","skipped","Thu Jul 09 00:57:00 UTC 2026","TestReturnsExchanges","test_returns_exchanges","",""
"","3144","Admin user can login successfully","src.tests.functional","Thu Jul 09 00:54:28 UTC 2026","passed","Thu Jul 09 00:54:31 UTC 2026","TestAuthentication","test_auth","",""
"","0","Create customer with invalid email","src.tests.negative","Thu Jul 09 00:57:11 UTC 2026","skipped","Thu Jul 09 00:57:11 UTC 2026","TestDataValidation","test_data_validation","",""
"","0","Product list renders correctly","src.tests.network","Thu Jul 09 00:57:51 UTC 2026","skipped","Thu Jul 09 00:57:51 UTC 2026","TestOfflineResilience","test_offline_resilience","",""
"","547","Products display in stock after sale","src.tests.functional","Thu Jul 09 00:57:02 UTC 2026","passed","Thu Jul 09 00:57:02 UTC 2026","TestStockAlerts","test_stock_alerts","",""
"","5655","All POS UI elements are properly labeled","src.tests.usability","Thu Jul 09 00:58:14 UTC 2026","passed","Thu Jul 09 00:58:20 UTC 2026","TestUiConsistency","test_ui_consistency","",""
"","0","Login page loads within performance threshold","src.tests.performance","Thu Jul 09 00:57:51 UTC 2026","skipped","Thu Jul 09 00:57:51 UTC 2026","TestPosPagePerformance","test_pos_load","",""
"","0","Refund reverses original payment entry","src.tests.integration","Thu Jul 09 00:57:06 UTC 2026","skipped","Thu Jul 09 00:57:06 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
"","757","UI renders correctly at desktop HD (1920x1080)","src.tests.compatibility","Thu Jul 09 00:54:26 UTC 2026","passed","Thu Jul 09 00:54:26 UTC 2026","TestCrossBrowser","test_cross_browser","",""
"","0","Search for a product","src.tests.functional","Thu Jul 09 00:54:42 UTC 2026","skipped","Thu Jul 09 00:54:42 UTC 2026","TestProductManagement","test_product_management","",""
"","102","Page load timeout handling","src.tests.network","Thu Jul 09 00:57:22 UTC 2026","passed","Thu Jul 09 00:57:22 UTC 2026","TestOfflineMode","test_offline_mode","",""
"","0","Cash payment recorded in accounting","src.tests.integration","Thu Jul 09 00:57:06 UTC 2026","skipped","Thu Jul 09 00:57:06 UTC 2026","TestPaymentIntegration","test_payment_integration","",""
